participantId,experimentId,strategy1,strategy2,strategy3,strategy4,strategy5,strategy6,strategy7,strategy8,strategy9,strategy10,confidence,approachClarity,challenges,completedAt
65ef950203e4e8448c55e54c,FzanR5obi65ML0pmiN1X,Set a clear purpose for the meeting.,"Make sure everyone knows about the meeting ahead of time, so they can prepare if need be.",I like to make anything I am trying to discuss more visual.,Make sure everyone knows their role.,,,,,,,7,7,"Before implementing these things, our meetings were a little bit all over the place. Some people were fighting to be heard and others were falling asleep.",2025-12-20T14:24:59.311Z
65f684e029d7c63f3338aed7,7gZ9bx5MiLPRidM0rULt,Powerpoint presentation,email agenda ahead of time,5 minutes between topic switches for questions & answers,,,,,,,,6,6,"The only challenge I really faced is it was only my third time to be in charge of a meeting, so my nerves were bad. However, there was only 3 other people, so that did help. I stuttered in the beginning and my boss had to help me finish a couple sentences.",2025-12-21T11:09:15.662Z
660477cf6f52f75e86f4f349,klwqVPzHrDRCRyC91yjv,Be open-minded/flexible,Set a clear agenda,Encourage candid response,Stay on purpose,,,,,,,6,6,"As a QTBIPOC woman in the workplace, I am constantly prepared to be disrespected as leader and professional. I work very consciously to manage my own responses and to be reflexive and aware of other people's biases and bigotries that show, whether intentional or unintentional. I established a clear agenda and flow for this meeting so that I could keep it moving and progressing productively, despite colleagues interrupting me or speaking over me at times.",2025-12-21T20:31:29.559Z
6604b10d7328536e5d9bb9db,UDYH0mJOXZJQVwFrkPiY,Took notes,listened and then repeated what what said to make sure I understood,,,,,,,,,6,7,The other person in the meeting has a very heavy accent so sometime it was hard to understand.,2025-12-20T16:21:49.570Z
660c022ef20bb20404c76d8f,VRcVN1SABxvfK1dV19bY,Agenda setting,Scene setting,Workshop Walkthrough,Discussion of Next Steps,Alignment and questions back to client / internally,Proof points and impact,Identification of pain points through current process,,,,6,5,ensuring clients are kept on track and don't deviate from the agenda. people tend to veer off track or speak around other projects or small talk. sometimes the right people are not in the room too so identification of the right activities for the right people is needed,2025-12-23T11:22:03.810Z
660d7d551f8fb51d01193e78,gbivCtr1F8vLRLJLOjF5,Setting clear objectives,Structured agenda,Follow up meeting/emails,,,,,,,,6,6,intracompany crossover and member redundancy,2025-12-22T16:04:02.404Z
660eb2ab66db1c0d3fa51a2b,mW4GjvZZDTi9KgI1g3sN,Specific focus points,PowerPoint to aid with peoples attention ,Kept it quick ,,,,,,,,5,6,It was challenging to fit all the information in whilst making sure the meeting was short so people didn't lose focus.,2025-12-22T09:38:33.007Z
661149a91b7fad3a3d2caf0c,ppZ8MEFyTyLLnX2q049M,Set a clear agenda and objectives before the meeting,Started the meeting on time and outlined expectations,Kept discussion focused and redirected off topic conversations,Summarised key points and decisions throughout the meeting,Ended the meeting with a recap of next steps and deadlines,,,,,,6,6,"Limited time meant some topics could not be explored in as much depth as planned.
A few discussions ran longer than expected and required refocusing.
Some points required follow up clarification after the meeting.
Managing differing viewpoints required additional facilitation.",2025-12-22T08:07:00.681Z
661dd11d5523e507da514925,9pEKKp4XnWSy6h68Opp9,keep it simple,visuals,short to the point,focus on main points,gather feedback beforehand to help shape presentation,,,,,,7,6,"I'm not the best public speaker so in order to keep myself on track, i wrote down talking points. I had a flow chart to keep myself on track.",2025-12-20T02:27:26.247Z
662266d75f37a6781e7d67d7,0WHsISEsaS1STcn6cMpO,Sending out a pre-agenda so people could prepare,Inviting a junior member of the team to observe and take minutes,Issuing out clear actions and responsibilities by name post meeting,kept clock-watching and moving meeting back to agenda points,,,,,,,6,6,It was tricky due to the number of people in the meeting. Lots of opinions and side conversations kept happening so I had to keep pausing and pulling people back to the set agenda points to ensure we met our clear objectives and goals.,2025-12-22T20:12:21.243Z
6629396278644f7ca5e5d017,QAuxkR8S6cpBgH0vKBiq,Have notes available from the previous meeting,Prepare a specific agenda for the meeting,Make sure the key stakeholders are available so we're not wasting everyone's time,,,,,,,,7,7,The biggest challenge we have is making sure the key stakeholders are available at one time at the same time so that decisions can be made and we can move forward with a positive direction,2025-12-20T17:51:55.408Z
66293ded22cbde752a3bbee4,3Dn9UAQAJp3WLwhyXna9,Include introductions ,,,,,,,,,,6,6,People did not turn on their cameras.,2025-12-20T23:49:14.651Z
66293e1a129d3f87aa344b26,IdPbTYJkkwp2ctPuN4DM,Provided an agenda,Aimed to keep the meeting short,Prepared for the meeting,Didn't schedule the meeting for directly after lunch,,,,,,,6,6,It's often difficult to keep people focused during the meeting; people like to talk about themselves and their personal experiences a lot.,2025-12-21T16:07:01.369Z
66364f7e853a9e70d8509fc7,vjsKEvqsKL5Du1htlqfU,"Prepared and shared a clear agenda in advance, including timed topics and desired outcomes for each item.","Started the meeting on time and set ground rules, such as no interruptions and encouraging everyone to contribute",,,,,,,,,7,7,"A couple of participants tended to dominate the conversation, which initially sidelined quieter team members. Additionally, some people got distracted by checking emails on their laptops, briefly disrupting focus.",2025-12-22T08:26:01.579Z
66366f1058966314508ed6e4,4lX44NeUgad1zRQ8y5yi,Let everyone know that their thoughts and ideas count and want to be heard.,,,,,,,,,,7,7,I did not have any difficulties or challenges in this meeting.,2025-12-20T00:39:16.403Z
6647187677519b0df9ecb716,1TORDYQm6hZWun8Lk0ND,Set boundaries for discussion,Decided on key points in advance,Had specific outcomes ready to tick off,,,,,,,,6,6,"Despite attempts to maintain the boundaries for discussion in the meeting, it still occasionally veered off in another direction",2025-12-22T08:00:06.724Z
66520da15457a5e65d2ec66f,S4r1I1A3vLlJwjkOWCvD,Q&A,Structured Agenda,Timebound items,,,,,,,,7,5,"The greatest and most constant challenge if deviation from the planned agenda, and scope creep of conversation onto related but not fully applicable topics - this burns previous time during the meeting.",2025-12-22T08:56:54.757Z
66572ce80b83b5ae5cb07a0c,qPF4xDAEY7fmNQ3C5iZg,team work task (interaction),carousal of tables to display methods and equipment ,statistics - recognised government published data,,,,,,,,7,7,I don't like being the center of attention so really had to get my head around how to tell colleagues how they should be doing their jobs,2025-12-22T19:41:43.476Z
6658bd6af1e9209af5f89f53,v5GOJ3AZ7Slc18gYf33P,Sticking to the meeting agenda,I also cut people off it repeating themselves,Ended with clear actions,,,,,,,,5,6,"I had a few people unclear about certain tasks, and want to spend longer then necessary evaluating certain points.",2025-12-22T10:18:13.529Z
6658c063dd60f6a0b5dcb002,yZJYQSlPtoPhNnMCjQcF,Agenda,Meeting minutes,Mood check-in at beginning,,,,,,,,5,6,- Staff not being very responsive - leaving a lot of dead air.,2025-12-22T14:35:26.893Z
6658d234fa019e8f175c83f7,pZ71aohm70hZODjBcHgo,team work,brainstorming,,,,,,,,,7,7,lack of communication and credible resources,2025-12-22T15:39:37.779Z
6659e11957f1717b65111769,4Hfx8HW3BiE2QZbjyyKv,Focus on a clear purpose,,,,,,,,,,6,7,N/A,2025-12-22T05:19:37.909Z
6659ed0c83328ed788a7cf65,WikHwbscLBQ2dJOUG4Wi,I came in with lots of energy,I considered who I was in the meeting with to best approach the session,I made sure I was organised with my information and documents,,,,,,,,7,7,"A couple of questions came up from an extra attendee that I had not considered, but after a moment to think I answered them clearly",2025-12-22T11:58:19.552Z
6659fdc13bceed5a87541da4,pVNJTas3xfkn7L62H2iq,Agenda,Technology tested,Result-led discussion,,,,,,,,6,6,"Sticking to the agenda/timeframe is the hardest part, especially with last meeting where it was easy to get sidetracked onto separate issues",2025-12-22T13:28:14.269Z
665a16dd2db5a0dff976ea9b,MgJz3SjVQFLrZ9qBy3MG,Tried to make sure everyone was engaged.,Included everyone into the meeting.,,,,,,,,,5,5,Sometimes feeling like people weren't giving me their full attention.,2025-12-23T08:31:38.655Z
665b5ab06f53305291fbf9cc,8SmOjN3701TXxLnO9FUc,Sending an agenda within the invitation link,"Sending material beforehand (brochures, studies, impact reports, price lists)",Having my calendar and schedule link available in my email signature for easy coordination,Internally going through questions I had to achieve getting the info I needed to make the meeting useful,,,,,,,6,7,"I often get nervous in meetings, especially when they include multiple people with me presenting to a group of people. I'm most confident in 1-to-1s but in this particular meeting I was talking to 3 people from another company and I did feel nervous going into it. I felt I may have rambled a bit too long on some areas, but overall I was effective and got my points across and asked the questions I needed to ask.",2025-12-22T13:05:19.752Z
665ba5fad0a8c603ab8b5242,TyRovBV8w9M5oVUVrKWL,Sending out an agenda with clear list of topics,Assign specific time limit to each agenda item,ending  the meeting by summarizing specific action items and deadlines,,,,,,,,6,6,"People during   the meeting  talking a lot and   taking up most of the air time.
Some people  not taking part and spending time checking their phones or laptops and not contributing.
Difficulty taking a final decision",2025-12-22T10:10:42.486Z
6660df77324bd52e8dbce2ef,WnVKMwyqdQqyDa42qoAw,engagement with all staff,,,,,,,,,,6,6,its quite close to christmas so people arent fully engaged with work,2025-12-22T10:06:57.842Z
666182516b3e1f1fdb4f345a,6P3lcDBmG3halaneg2Mo,Stuck to the agenda,Only invited people necessary for the meeting,Took bullet point meeting notes,Summarised agreed actions and timeframes,,,,,,,6,6,I didn't really experience any challenges as the invited attendees knew in advance how I like to run meetings and came prepared.,2025-12-22T12:37:19.407Z
6665aacb7549bd73950c9e6b,ibzp1IeVJPfTEJTQAMum,set a clear agenda and shared it with the team before meeting to ensure everyone was prepared ,encouraged open communication by asking each department head to share updates and challenges ,allocated time at the end of the meeting for brainstorming solutions collaboratively and addressing key concerns ,,,,,,,,7,7,"one of the main challenges was ensuring that quieter team members felt comfortable contributing their ideas , some staff hesitated to share their opinions which required additional prompting and encouragement",2025-12-22T09:42:08.207Z
6665e9f9b49082f6458c687d,EX0hNZZwtxvRI6vmyYaH,Start the meeting by clearly stating the purpose and expected outcomes.,Summarize key decisions and action items before ending the meeting.,,,,,,,,,6,7,"Some participants went off-topic, which made time management difficult and required frequent redirection to stay on schedule.",2025-12-22T13:04:03.488Z
666640831e2f8d963f8c528f,iX0kSvMdQQdKsLG8XMFj,Communication aims,End goal,Timeline/presentation formatting,,,,,,,,7,6,Sticking to the applied format that I had planned to the letter as obviously natural unexpected outcomes came of it that I had not initially planned for.,2025-12-23T03:58:34.444Z
66708fa4dfe022dbed4cae9c,XSJjhwYDnQIcank5ykoA,I organized my data efficiently.,I drafted a summary and conclusion to showcase the important parts.,,,,,,,,,5,5,The only real difficulty I had was managing my time in showcasing the important parts since there was discussion after each point.,2025-12-19T19:17:20.735Z
6671f8979384370db5e1c713,7QgKJYwJNwkwGKenqdUi,Identify agenda before meeting,have chair for the meeting ,identy possible outcomes and actions to go forward,,,,,,,,4,5,there was no disagreements during this meeting,2025-12-22T08:08:01.583Z
6673705315e1f2006697c6da,mGuOzVm8KqbWThOViKym,Created handouts for everyone.,,,,,,,,,,7,7,"There was a little pushback from one of the meeting members. Not so much that they didn't agree with what we were talking about, but this person always likes to emphasize the downside of everything.",2025-12-19T22:34:19.320Z
6674ae115abf5a938c5e7c3d,7peMOx45sFN8nfSADBwH,"Set a clear, production-focused agenda (in advance)",Encourage clear lines of communication between HODs,Assign clear action items to HODs (to affirm responsibility),,,,,,,,7,7,"One challenge during the meeting was keeping discussions focused and on schedule, as some HODs tended to go into detailed problem-solving (specific to them) that could have been handled separately.",2025-12-22T16:20:41.837Z
66759b71393cdf8c9276b688,42uFyVa55o8gdhu7cpe7,Pre sending a clear agenda,Setting guidelines on the topics to be covered to prevent drifting,Ensured that all stakeholders were present to ensure they had a voice to reduce the need for follow up meetings,Kept it tightly time bound to prevent scope creep,,,,,,,5,7,"In any meeting there always seem to be those who are there just to disagree and not provide solutions, this was also true in this case. It was difficult to coordinate all of the attendees diaries and so some member were missing.",2025-12-22T09:27:48.801Z
667634625cc34d5ac97492bf,o3K0xzzMR94EaSgBur6x,Create notes to share with the others,created a note sheet,,,,,,,,,6,7,"Meetings are always an exchange of ideas, so the challenge is conveying all of your thoughts",2025-12-20T15:01:45.253Z
667e3c908dfe54c0973bbe34,ac0hznSEOVZG1Ed4ACuG,I had a few of my close persons hear the rough draft and voice their opinions before the actual meeting,,,,,,,,,,6,6,The challenges that I had were some of the slide shows were not working properly so I had to basically freestyle from my memory of what was on those slide shows and then also make it so that the people in the meeting could get a good picture in their head of what I was trying to express,2025-12-21T21:32:50.636Z
66817f4754e17e6ec71a44b0,sjoBEOAqGin9LsOSFdmi,Prepared a new policy in advance and anticipated leadership questions.,Clearly presented the policy rationale and key points with examples to illustrate impact.,Actively listened to feedback and responded thoughtfully to keep the discussion focused and concise.,,,,,,,,6,6,"Some questions required additional context from other teams or historical data, so I noted follow-ups for clarification. Presenting to multiple levels of leadership also required balancing detail with conciseness to communicate key points effectively.",2025-12-20T18:05:06.643Z
6682c269b9b9b8b8bcdffa07,qbqCPpdPlUXruxS3d5w4,Take notes,Ask questions,Provide feedback and thoughts. ,,,,,,,,7,7,I do struggle with feeling very sleepy and dozing off during meetings and I have not really found a huge solution for that.,2025-12-20T02:49:11.825Z
66845d64ef9123bc488e1242,RWdZPCMvhGpyIInBxadB,Set clear agenda ,Include relevant people,,,,,,,,,6,6,"We had challenges agreeing on content that we would create for the client. There's a trade-off between what we want as an SEO agency and what the client wants, they don't understand SEO like we do so there's disconnect. It's getting the client on-side",2025-12-22T08:26:36.495Z
66857a5b6efcd1cf07b88707,Call5IOWFdawqkUsZHl8,provided a deck,with an agenda,specific ask,,,,,,,,7,6,"Items in the deck were over scrutinized, so we did not manage to come to a final conclusion",2025-12-22T13:49:06.758Z
66881fbe723bc57d75a2c268,w4h9wyGG6dpS4RtOFSYD,Set a clear agenda in advance,Defined roles and expectations,Started and ended on time,,,,,,,,6,7,"One challenge was managing time, as a few discussion points generated more debate than expected and risked pushing the meeting off schedule. I also had to balance participation, since some attendees were more vocal while others were hesitant to contribute.",2025-12-20T05:09:29.226Z
66882d9207bafe4863311ddc,YWnRuHAjmdQVRHGQnetp,I created a summary tab of all data to make it easier to present,I came up with a list of questions for other in the meeting,I sent a list to the members on what needed to be covered,,,,,,,,7,7,"Not many challenges were faced. If I was unsure about something asked, I mentioned that I would look into it offline and follow up with an email.",2025-12-19T23:12:29.710Z
668d16ae27f1ad4461650742,PZR0djD5TiDLq9ymyfQp,Demonstration,Step-by-step explaination,Referral notes,Question taking,,,,,,,5,6,The subject matter was simple enough but my implementation was complex and it took me a while to come up with a working solution while implementing error handling and unique neuances that may come up and explaining how I did this was challenging as i'd forgotten much of it without making extensive notes.,2025-12-22T10:36:31.394Z
668edb3b608a3d4537e2da08,21uiLaXDSBLnJY5nFvfN,The first strategy I made use of is having a clear agenda right from the start,I also encouraged everyone in the meeting to contribute effectively to the meeting,I ensured that I used my time effectively so as not to make people uncomfortable,,,,,,,,7,6,The challenges I faced is that some of the team members joined the meeting late and I had to revise what I had earlier discussed and this made the meeting took longer to finish,2025-12-20T05:13:55.349Z
668eec6ed561b72c282fc11a,dWD3l9gGAW4TXIAsmFff,Collaboration point,Structure evaluation ,Efficient of intent,,,,,,,,7,7,Indecisiveness because of everyone inputs deferring from one another and trying to compromise into one solid point,2025-12-21T07:44:39.959Z
669d6e67b980bf3846b82e8f,JePC5loumrAQdo0NVrq7,Appropriate timing during the day,Set agenda,Saving it from going off-script,Electronic/virtual meeting use,Doodle poll for mutual availability ,,,,,,6,6,"It was difficult to take charge at times because I work in a team with big personalities, so it's hard sometimes to get a word in. Also, making it too rigid can work backwards as sometimes natural conversation leads to more useful information being shared.",2025-12-22T18:12:42.977Z
669eba3ad8d7d49177bc50d0,ng7KNvlE35yMJEAusAwq,effective agenda,preparation,follow up,,,,,,,,6,6,"the main chalenge was to keep the meeting focus on task and try not to get distracted from the main task, whilst acknowledging that some side issues may need dealing with",2025-12-22T15:35:52.861Z
669f1b414df434c089390389,UbRzyFdXrcTCKn4GHaV9,I followed meeting guidelines. ,,,,,,,,,,7,7,There were no challenges.,2025-12-20T04:39:40.946Z
66a2741b8cc4486c4d2032d9,emZ2kUraFCHPW6u0gyns,Timeboxing: I shared a timed agenda beforehand and stuck to it during the meeting to keep us focused.,"Used a ""parking lot"" for off-topic ideas.","I shared the project brief and data summaries 24 hours in advance so everyone could arrive prepared to discuss, not just read.",,,,,,,,6,6,"The biggest hurdle was time. We simply didn’t have enough left when we got to the final topic, because the first item dragging far longer than expected, forcing me to wrap up fast. Then there was the senior engineer who veered into an extended detour. I flagged it for later under the parking lot idea, yet that conversation still took up most of the room’s energy right at the start.",2025-12-22T08:57:37.845Z
66a819b2c3eb66cffc47e808,Oyx8k1JvCYTIFW7xm6KP,Clear agenda,Clear action items agreed upon by attendees,Purpose of meeting was understood by the group and established at the start,,,,,,,,6,6,It was difficult to get an agreement on the next steps. There was no one on our leadership team that wants to lead this project so they are all skirting around making any decisions.,2025-12-19T20:26:44.382Z
66b2c7262f4631f5eea8e729,ngBXkyeBRlHNbFkeesiU,Fostered engagement by posing open-ended questions and welcoming contricbutions from every team member.,Establish definate time constraints for every agenda topic to maintain focus and ensure the meeting stays on track.,,,,,,,,,6,7,Hesitant participant and time constraints limited discussion depth.,2025-12-19T20:00:53.855Z
66b8e8f12fa9160e4ca9f25b,CW9vXkNqFHh2osKM2dah,Having a helpful powerpoint,Breaking down the information,Using language that was not technical,,,,,,,,6,6,My colleague forgot to copy one of my slides into the powerpoint we were using.,2025-12-22T18:39:16.172Z
66b9a0475a301eacdfb5e608,UMiVvY0HD0lxs0QCclZZ,I did not organize any meetings ,,,,,,,,,,7,7,No challenges. My position does not require me to lead a meeting.,2025-12-20T02:11:19.446Z
66ba2139a67c5c99778a6766,zfhO001baQTcxlyTHgzj,setting a meeting agenda,taking notes,,,,,,,,,6,6,too many participants talking at once,2025-12-19T21:07:05.255Z
66bd73db3481a3d17695c23e,o9t9sL52P5aU35AlvZE6,focused agenda,inclusive participation,as needed individuals for meeting that is relevant,summarizing and concise note taking,,,,,,,5,6,we went off topic and the meeting ran much longer than planned in addition to having some technical difficulties for presentations,2025-12-20T04:59:42.189Z
66be213d651dff72ff117b7d,7wrHj1gkxe7BpoTOuJ2w,Brain stormed ideas,Kept the time to 30 mins to ensure attention was kept,,,,,,,,,6,7,No challenges or difficulties - we manaaged to get everything done with a clear plan,2025-12-22T20:30:13.368Z
66beb7a1951f8a18b03cd9c5,rFQRovjOT3N5qky91a6R,Encouraged open participation among employees,Actively listened and offered opportunities to collaborate on different solutions,"Provided clear focus and guidance in order to facilitate more effective, productive conversation.",,,,,,,,6,6,"Despite good communication and collaboration among those that were in the meeting, I would say the main difficulty was figuring out how to balance different views and suggestions in order to reach a consensus. In addition, there were some time constraints associated with allowing multiple team members to explore their ideas freely and independently.",2025-12-19T19:29:56.053Z
66bfe5ecc23f1e2109f144d6,AUrGoBvvveLCZnuhHMJG,Conciseness,Completeness,Capping at 5 minutes,Agenda checklist,Being clear about meeting purpose,,,,,,6,5,I went over the 5 minute requirement I set up and had extended periods of silence that prolonged the meeting.,2025-12-21T04:22:08.850Z
66c33e386baa1ae990d7165d,HWh0JMtDFiICelV1rxbS,Public Speaking,Listening,Assertiveness ,Confidence ,,,,,,,6,6,I had a few technical issues to start with but that was soon sorted out. I also had to deal with a few people turning up late to the meeting which set me back by a few minutes and did make me consider whether I should have set a time where if you were late you couldn't enter the meeting.,2025-12-22T12:00:09.107Z
66c344f0ca88e523ebbc35a2,MmueIydpYgOORBkBA329,Clear agenda,Active listening ,Time limit,,,,,,,,6,6,"Trying to manage time effectively while allowing everyone the opportunity to contribute, as some discussions took longer than expected.",2025-12-22T11:55:28.760Z
66c36df59f1061046b7ea01b,lOZOCeBUTY7wNFO8eQyi,I took into account everyone's input.,,,,,,,,,,6,5,I didn't face any,2025-12-21T22:58:37.819Z
66c6b37d82e002e73e1fbd2d,rbt2TAYPVAL1KzSaaeot,Create a focused agenda,Set expectations at the start,Encouraged participation,Use examples from recent cases for a grounded discussion,,,,,,,6,7,A challenged I inquired was managing tension when departments start to discuss communication breakdown. Some team members became defensive when discussing the cause.,2025-12-21T01:32:51.082Z
66c8842e8667d7d2dd040001,u68zJKU19oT5fF4K751O,Understanding,Clear communication,Noted guidelines,Handouts of meeting agenda,,,,,,,6,7,"I sometimes struggle with speaking in front of a group of people. This can make it difficult for me to speak, and causes me to second guess what I am about to say.",2025-12-20T15:05:34.352Z
66c8ee23967e42b053411eee,SKYpbK9AAxArWSCnEPgU,planning,listening to previous comments and minutes,,,,,,,,,6,7,There were no difficulties or challenges,2025-12-23T08:34:26.397Z
66cc4546f9e3a25d2adc51c8,jVQd3EWqeZ72jHmHzR69,come prepared,get people engaged,,,,,,,,,6,6,"Getting people to participate who were joined online, as it is easier to get them involved when they are in the meeting room.",2025-12-22T09:27:05.611Z
66cdf006dc37b68c08c84ac5,8oGYYKjEy5AT1fjaEV81,Invite staff to team meeting,Send invites,Prepare presentation,,,,,,,,6,6,Making sure internet connection was working properly,2025-12-22T19:43:19.450Z
66d470efae87ffb63c6ee75b,XvZ9q1Q26oPEUZczfwn1,Slide being prepared before time,Q and A at the end,Research linked - people can then check the data being given,,,,,,,,6,6,Some staff members can be chatty during meetings which means that the message might not get across.,2025-12-23T09:29:34.386Z
66d753769fda18f114e0e534,Rsq1UrIhWjscgFV84Bwh,Create an agenda,Ensure any technology needed was working beforehand,,,,,,,,,4,4,I can't think of anything,2025-12-22T12:28:53.690Z
66d921d24ea620ae6b29d74b,0jfyW2yC02vnNyvPBdiw,I made sure I could be heard loud and clear. ,I kept the audience engaged with the meeting. ,I asked them if they had any questions.,,,,,,,,6,7,I didn't have any challenges or difficulties with the meeting.,2025-12-19T19:26:28.884Z
66e04b2f9cd94406f2da8f42,XixJpaLZOwesdleeMjKp,Have an agenda,Stick to agenda,Set other meetings for off topic items,,,,,,,,6,6,People use the meeting as a chance to air their own gripes so the challenge is to keep it on-topic,2025-12-23T10:33:45.263Z
66e1fe0eef87e2486f0f4ca1,IY800byYR7z5VQdsCLSN,Organized ,Prepared ,,,,,,,,,5,6,Keeping employees engaged,2025-12-21T07:36:36.773Z
66e3151584ce7d01596d194a,1RvazM1mZ5ZuHWrpf2Hl,clear agenda setting,pre-meeting preparation,encouraging active participant,time management,action items and follow-up,,,,,,6,6,"One challenge I faced was ensuring aall team members were engaged and contributing to the discussion. some participants tended to dominate the conversation while others were quieter, I used techniques like direct questioning and round robin sharing to encourage participation from quieter team members and keep the discussion balanced",2025-12-20T01:40:43.605Z
66e4fc9c0c958246837a6941,pIBCjPQnnG4WnHdmNjOT,Set a clear agenda and shared it with participants ahead of time,Kept the discussion focused by managing time and redirecting off-topic points,Encouraged input from quieter participants to balance the discussion,,,,,,,,6,6,"Some participants joined late, and a few discussions took longer than expected, which made time management slightly challenging.",2025-12-20T13:34:18.976Z
66e84a9aeb1250e4e671ae2c,KPpkKRjHa4iZESIDkIFL,Including more individuals in the communication,Allowing sufficient comprehension and processing time,,,,,,,,,6,4,Technical difficulties over Zoom,2025-12-22T10:04:02.642Z
66f0457846752930b55150a3,LqLm66bu1qfIkz2bGCiK,This was a team building exercise where I instructed each person to give feedback to other team members regarding our last project. ,Each person was encouraged to ask questions on how their contribution was of value.,,,,,,,,,7,7,We have a close knit team that's been working on projects together for several years. However there are few new team members who aren't assimilating very well. I decided to use this strategy as it has worked in the past but I hadn't initiated it since they came on board.,2025-12-21T18:23:23.251Z
66f0765bb7f6c2ae6ef721ee,Mvijy9Z3T0K2wp3Upo7t,organisational skills,preparedness,structural strategy,,,,,,,,6,6,I did not have any real difficulties at all. Because i was prepared it went as smooth as it possibly could have.,2025-12-22T10:32:50.376Z
66f23f43364a3d1b7b018f27,cncN3mzNWfuSj0AQ88Km,I used powerpoint presentations,I used outlines and I had a timeline,I used examples and recalled prior situations to refer to my situation,,,,,,,,5,6,I wanted leadership to agree with me and be on the same page with me but they did not agree with my reason for the meeting. I complained about the inconsistence in the supervisor's and how they show favortism when it comes to job assignments.,2025-12-20T10:52:49.805Z
66f59c766e7e22e1f90d08f6,lIXFRLbQWR09dEoODXVd,Involved all participants,,,,,,,,,,6,6,"Getting everfyone to speak was difficult for a few people, but it definitely made a difference",2025-12-20T19:13:52.240Z
66f99699f2bb894cbd57209f,OgRRZOh3RQG04TOP0x5y,I brought pastries and drinks  ,I changed the sitting arrangement of the meeting room   so it was more informal  and we were all sitting much closer together and i was sitting amongst the team opposed to standing in front of the team ,,,,,,,,,6,6,My team were against the new concept that was going to be implemented before  I had a chance to explain the rationale behind the proposed changes,2025-12-22T08:54:13.508Z
6701cdb7d312f798d316810e,WXHyvAxZXAqUMBlOjUl4,practical activities for all participants to join in that help understand what the purpose of the meeting was for,,,,,,,,,,4,5,"Ensuring that all members of the meeting fully understood as there were a few different level managers starting from low level upwards, so there was a part of me concerned that all members may not fully understand everything they needed too.",2025-12-22T15:01:10.158Z
6703370d69c922c9c282ef5c,UtoDPegJTtMYNtR62ksg,relateability,simple points,being on equal levels,showing respect ,rewarding good work and work ethic,,,,,,7,7,there were a few challenges because i needed to push my team to work harder and meet holiday demands and deadlines without burning them out or irritating them,2025-12-21T12:52:22.573Z
6704025bdd15dcd73f54125a,r46UbPe4f1QCBvG5QFzA,"I sent a concise agenda ahead of time that outlined the meeting goal, discussion topics, and time allocations so participants came prepared.","After the meeting, I sent a brief recap with decisions, action items, and timelines to reinforce accountability.",,,,,,,,,7,7,"During the meeting, one challenge was managing time while allowing meaningful discussion.",2025-12-22T11:07:54.561Z
6708e405424678d90434ac89,4oE89r2qDXhXMb1y50nX,Create an agenda,Share agenda with co-workers,Take minutes during the meeting.,Ensure meeting is timely.,Encourage participation and contribution of co-workers present.,,,,,,6,6,It was a bit difficult for some of my co-workers to stay on track and focus on the topic at hand as the meeting progressed.,2025-12-22T10:59:20.848Z
670da3fd0b8a2f7a542a2b24,HkiHviIHzQOQkfONk9TE,Noting bullet points,reading the room,adding my input,,,,,,,,7,4,Some of my coworkers did not show up and they were sick,2025-12-20T14:51:12.905Z
670fb18f6f6ca0d7257a9302,wmHdPqSrc7siYZ6XZ0MU,I set a clear agenda in advance and kept the discussion focused on each item with defined time limits.,,,,,,,,,,6,6,Keeping a few participants from going off topic and managing time when discussions ran longer than planned.,2025-12-19T22:50:48.154Z
6712c4178dc857f9a720852b,kpDusdiT0j7rdpmwPQXF,Making sure someone takes the minutes.,Setting follow up tasks for relevant members of the team for the next meeting.,,,,,,,,,6,6,Sometimes if people want to have disagreements about how to do things - we have a team with many big personalities.,2025-12-22T17:18:49.609Z
6713a6a34b872f10e42e1502,zgfULFYR2pMq0o7hQdzj,Printed agenda,Department specific questions,Asked people to prep,,,,,,,,5,5,People tend to be easily distracted and gossip,2025-12-22T11:54:52.595Z
6717f85a6a89e8cd9b165aaf,txdMucKsYSkY5qWqUWu5,I always make sure the meeting starts and ends on time. Everyone's schedule is duly considered and respected.,I ensure we stay on topic.,,,,,,,,,6,7,A common challenge I face is participants bringing up off-topic discussions. Even though I try as much as possible to ensure we stay on topic it doesn't always work out that way.,2025-12-22T10:01:19.989Z
6718fa3043e1839e51351385,aRYSCYEMTHeo5nG5SfUn,shared an agenda in advance outlining objectives,,,,,,,,,,6,7,there was little challenge as some of the team members found it hard to comprehend,2025-12-22T03:04:38.534Z
67191218806a2b419b243e5c,ElFIgDs9Sy9HzpbEwoRC,Anecdotes,Comedy,Accountability ,Connection,,,,,,,7,7,"The only challenge I would say I experienced is the nervousness for presenting the meeting. I do not like speaking in front of others, even if I know them but I was able to work through my nerves and anxiety.",2025-12-21T08:13:10.655Z
671cdd2146a2a9d3d0535132,fDACpIZowHUGbC4qsJne,Sent a clear agenda and objectives in advance,Time-boxed each agenda item,Summarized decisions and action items at the end,,,,,,,,6,6,"Keeping the discussion on track when a few topics generated more debate than expected, which slightly pressured the timeline.",2025-12-22T01:20:09.396Z
