participantId,experimentId,nasaTLX_mentalDemand,nasaTLX_physicalDemand,nasaTLX_temporalDemand,nasaTLX_effort,nasaTLX_frustration,selfEfficacy_performance,selfEfficacy_overallGoal,selfEfficacy_authorsReasoning,selfEfficacy_connectingIdeas,selfEfficacy_ownIdeas,selfEfficacy_alternativePerspectives,selfEfficacy_verifyCredibility,selfEfficacy_questionClaims,selfEfficacy_broaderImplications,llmUsefulness_overall,llmUsefulness_conceptHelp,llmUsefulness_findingsHelp,llmUsefulness_practicalHelp,llmUsefulness_timeSaving,llmTrust_competence,llmTrust_accuracy,llmTrust_benevolence,llmTrust_reliability,llmTrust_comfortActing,llmTrust_comfortUsing,attentionCheck_focus,attentionCheck_stronglyDisagreeCheck,demographics_age,demographics_gender,demographics_education,demographics_englishProficiency,demographics_workingSituation,demographics_workHoursPerWeek,demographics_yearsInOrganization,demographics_yearsInJob,demographics_jobTitle,demographics_industry,demographics_ethnicity,aiUsage_frequency,aiUsage_toolsUsed,aiUsage_purposes,studyFeedback,surveyCompletedAt
6328ea8c44e1e6f7180facd3,9BZpW6VaVHF93eG70y7E,4,4,4,4,7,7,5,3,4,5,4,3,4,4,5,6,4,4,3,5,6,4,5,4,4,5,1,25,male,bachelor,native,full-time,40,6,6,Manager of IT systems,Technolgoy,white,sometimes,Claude,"Brainstorming/Ideation, Coding assistance, Research/Information gathering",No,2025-12-22T02:42:21.095Z
634d7fd5face88069f7ff6ff,HHz8obSjzbypCTIQVl5J,2,1,1,4,1,4,6,5,4,5,3,4,1,2,7,6,6,6,6,6,6,6,4,7,7,4,1,35,female,high-school,native,full-time,34,4,1,Operations Manager,property,white,sometimes,chat gpt,"Writing assistance, Brainstorming/Ideation",,2025-12-22T13:50:25.803Z
6384fc5695a4edef691103c0,NhuzFczfMTaBt66x6OnX,5,2,5,6,2,4,6,5,5,3,2,2,3,6,5,3,5,6,6,6,6,4,4,4,4,4,1,41,male,bachelor,native,full-time,48,12,3,Manager,not-for-profit/charity sector,white,sometimes,Gemini,"Research/Information gathering, Brainstorming/Ideation, Summarization",,2025-12-22T07:28:56.802Z
63cedf5f87024f8b1ad1023f,b7OQw9HRrSwTFOsqKfpc,4,1,1,5,1,6,6,6,6,4,4,5,5,5,,,,,,,,,,,,5,1,22,female,bachelor,native,full-time,45,1,2,PE Teacher,Education,white,rarely,CHATGPT,Brainstorming/Ideation,,2025-12-22T14:48:38.451Z
63cfefc43323e05d2a6f554b,Q6xKfZPf86n53gCl66NO,3,1,1,3,1,5,6,5,6,5,4,6,6,6,6,4,3,5,6,6,6,5,3,4,4,4,1,31,male,high-school,native,full-time,38,4,1,Team leader engineering ,Engineering ,white,often,gemini,"Writing assistance, Summarization",,2025-12-22T21:24:45.046Z
63d023f75eaafe675b6fa5fd,mYlzaViboWqSYi3CP0Xw,3,1,3,5,3,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,6,5,6,6,5,1,53,female,bachelor,native,full-time,40,12,28,Teacher,Education ,hispanic,often,"Microsoft copilot, chat gpt, Pi","Translation, Brainstorming/Ideation, Coding assistance, Research/Information gathering",,2025-12-20T06:18:25.932Z
63d1b1192b2b6d76dae50c06,axya34s1FGIXez3ctZNI,1,1,1,1,5,7,7,7,7,4,4,4,4,4,,,,,,,,,,,,5,1,27,male,bachelor,native,full-time,38,0,0,Analyst,Technology,white,very-often,Copilot,"Research/Information gathering, Brainstorming/Ideation",,2025-12-22T16:52:57.380Z
63d2d8388a367c258ca82590,vpzQL2hC3ErSmTUaK24q,5,1,2,5,3,5,6,6,5,5,4,2,4,5,,,,,,,,,,,,4,1,52,male,associate,native,full-time,34,5,0.5,Leasehold Officer,Housing,white,rarely,"CharGPT, Copilot","Research/Information gathering, Summarization",,2025-12-22T20:30:56.703Z
63d3fd5916541b5031bd4a3f,OMkeCIiMn7SXdm6J1crH,3,1,1,6,2,7,7,7,7,2,1,3,2,5,,,,,,,,,,,,5,1,44,male,master,very-fluent,full-time,40,14.5,0.5,Residences Operational Programme Manager,Education,white,very-often,"CoPilot, ChatGPT, Gemini","Writing assistance, Brainstorming/Ideation, Summarization",,2025-12-22T14:31:50.748Z
63efe25e481b721d4bcd9639,1nvkf83KHLzjAgNl48r4,3,3,2,6,1,7,7,7,7,5,3,1,3,6,7,7,7,7,7,6,7,1,4,4,7,4,1,26,male,high-school,native,full-time,45,25,0,Head of Crisis,banking,white,very-often,ChatGBT and Gemini,"Writing assistance, Research/Information gathering, Brainstorming/Ideation, Coding assistance, Summarization",None,2025-12-23T12:58:40.154Z
63fc7ac4c0ba10b71a25a63d,J4GbA94CHaaWdcQ0NXaS,4,1,2,6,1,6,6,6,6,6,4,3,4,6,2,2,2,2,2,2,2,2,2,2,2,5,1,58,male,associate,native,full-time,50,5,3,Consultant,Web Development,white,very-often,"ChatGPT, Gemini","Writing assistance, Research/Information gathering, Summarization",,2025-12-22T07:56:49.084Z
64012ee6e3f2e59aaa36f718,pASsyWL7BeU8d2LHylSm,6,2,4,6,4,4,5,5,4,5,3,2,3,4,2,3,3,3,4,3,4,3,4,4,3,4,1,27,female,bachelor,native,full-time,40,3.5,2,IT Admin,Information Technology,"black, hispanic",sometimes,ChatGPT,"Translation, Brainstorming/Ideation, Writing assistance",none,2025-12-19T20:10:39.438Z
640349ae900739316aca0f9f,EN5BvdroxpPwpTiEm7rh,5,3,4,5,3,7,6,6,6,6,3,4,4,7,,,,,,,,,,,,5,1,64,female,high-school,native,full-time,37,5,2,Student Support Officer,Education,white,rarely,ChatGPT,Summarization,"It was a very interesting study, which really made me think - so thank you for that! I wish you all the very best with its outcome and beyond.",2025-12-22T13:04:28.677Z
644695d12dd99a1712dd84c0,RKN3czQkvNUU5ttarWYh,5,4,2,2,1,7,7,7,7,4,2,2,1,1,4,2,4,2,1,5,5,6,4,3,3,5,5,55,male,master,native,full-time,45,3,3,Chief Creative Officer,ecommerce,white,often,ChatGPT,"Research/Information gathering, Brainstorming/Ideation",,2025-12-19T22:31:15.406Z
64481bca476d6bfbae2066e2,f1OPhn14k8F7rGD1L8mJ,6,6,4,7,1,6,7,6,7,6,4,7,6,7,6,7,7,6,7,6,7,7,7,7,7,5,1,33,female,bachelor,native,full-time,40,5,5,data analyst,manufacturing,white,often,copilot,"Coding assistance, Research/Information gathering, Summarization, Translation",no,2025-12-22T07:32:19.528Z
651d623cbdcb675cb801bc79,x5sYIrMm9w1ys3Jchr1i,2,1,4,4,1,6,7,7,7,6,5,4,4,6,,,,,,,,,,,,5,1,29,female,master,native,full-time,40,2,2,Technical Writer,Technology,white,often,ChatGPT,"Writing assistance, Research/Information gathering",N/A,2025-12-20T23:42:54.860Z
65216075939674db7a47e7d0,Yfw8NCvirVvm32ZHzZiJ,6,1,1,5,4,5,5,5,6,6,4,3,2,4,7,4,7,4,7,6,6,4,4,4,5,4,1,28,female,master,native,full-time,40,1,3,Business Analyst,Insurance,white,often,An internal AI for our company,Coding assistance,,2025-12-21T03:16:27.010Z
653927811b00d4a0036cb7ab,3EZ8IRrVZzpDroqLAJlG,4,1,2,3,3,6,4,6,6,6,5,6,6,4,4,4,5,4,3,3,4,5,4,3,5,5,1,45,female,master,very-fluent,full-time,38,5,3,Project Support Officer ,Healthcare ,white,often,"Perplexity, ChatGPT, Grok","Brainstorming/Ideation, Summarization, Research/Information gathering",,2025-12-22T11:40:19.830Z
653ab786a5162b73aac38bc9,78C8AQfG2rCDiUEmjyok,6,1,2,6,2,6,6,6,6,7,6,6,6,5,7,4,6,6,7,6,5,7,7,5,5,5,1,53,male,doctorate,native,full-time,45,4,28,Teacher,Education,white,often,"ChatGPT, Craiyon, Pixverse","Writing assistance, Research/Information gathering, Brainstorming/Ideation, Summarization",I don't really like meetings. I find them mainly useless and box-ticking exercises.,2025-12-22T11:54:12.444Z
654142b51c0cbebefa6f3ea0,ZIbsiXSnfrbUrBEYgzsh,3,1,1,4,1,7,7,7,7,7,3,3,2,6,7,7,7,7,7,7,7,7,4,5,5,5,1,38,female,master,native,full-time,40,8,6,Hr coordinator ,Staffing ,white,very-often,Chat gpt,"Research/Information gathering, Brainstorming/Ideation, Summarization",,2025-12-19T21:40:36.182Z
654a56ff9b8baf6c84eb9b69,17dMdN4BxHTnNsbKRHsN,5,1,4,5,2,6,5,6,7,5,6,5,6,6,4,5,5,7,6,6,6,7,7,6,6,5,1,34,male,master,very-fluent,full-time,35,3,0,IT Security Manager,Finance,white,very-often,"ChatGPT, Gemini","Writing assistance, Research/Information gathering, Summarization, Brainstorming/Ideation","Good study, didn't need 20 mins to read the article but possibly needed slightly longer than 5 mins to answer the questions",2025-12-22T23:42:25.009Z
65706b89d4c6c32963d258e8,ycSqXvdB3Wbh1iG4ulRd,6,6,6,7,1,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,5,7,5,1,64,female,bachelor,native,full-time,40,40,40,Marketing Manager,Manufacturing,black,often,Chat GPT and Gemini,Research/Information gathering,no comments,2025-12-19T22:01:28.118Z
6598124cb009a156ae665edf,diGtl8DflcDIUP6aKG6k,5,1,1,7,3,4,5,5,6,6,4,2,5,4,,,,,,,,,,,,5,1,61,male,high-school,native,full-time,35,8,2,group facilitator,social charity,white,rarely,gemini,"Research/Information gathering, Brainstorming/Ideation",na,2025-12-22T08:52:18.457Z
659d4aadab2eb6b7a8cffb07,iQjS3eOikULjqU5DaPxQ,7,7,7,7,1,6,7,7,7,7,7,7,4,6,7,7,7,7,7,7,7,7,7,2,1,5,1,51,female,bachelor,native,full-time,41,25,25,Marketing Director,Manufacturing ,black,often,"Gemini, Chat GPT",Research/Information gathering,,2025-12-19T22:20:41.382Z
659d6ca29e5500da27f1cb5b,AOTDLxmpLc9JVxY8GHjR,2,2,1,5,1,5,6,5,6,4,5,6,6,3,7,6,7,6,3,6,7,5,3,2,6,4,1,30,female,bachelor,native,full-time,45,10,8,manager,reatil,white,sometimes,chatgpt,Research/Information gathering,,2025-12-22T20:33:26.558Z
65b65fdfb1aba2f7325fa073,cUjl1d7RaeYwiwbgh0le,6,3,2,6,1,6,7,6,6,6,5,5,6,7,,,,,,,,,,,,5,1,43,female,bachelor,native,full-time,40,8,8,Education Manager,Education,white,sometimes,CoPilot and Chat GBT,"Translation, Brainstorming/Ideation",,2025-12-23T12:15:07.101Z
65c637e0e76b878b89b9bae2,ijiQ82QNgphztukQKALV,5,2,1,6,2,6,6,5,7,6,3,6,6,5,1,1,1,1,1,4,4,4,4,4,4,5,1,35,female,bachelor,very-fluent,full-time,40,6,14,Nurse,Healthcare,white,sometimes,Hippocratic AI and Nuance,Research/Information gathering,,2025-12-22T10:15:37.460Z
65de3af8fcbc6ef9331bd863,LQH1zlNOtNql3tc1rKJr,4,1,1,6,1,5,7,7,6,6,5,3,5,6,5,6,6,5,3,6,6,7,4,3,3,5,1,53,female,bachelor,native,full-time,50,22,15,Director of operations,Real Estate,white,sometimes,Claude or Gemini,Brainstorming/Ideation,Thank you and I wish you the best in your research.,2025-12-21T04:58:20.867Z
65ef950203e4e8448c55e54c,FzanR5obi65ML0pmiN1X,5,1,4,7,1,6,7,7,7,7,5,5,7,7,7,7,5,5,7,7,7,7,7,7,7,5,1,49,female,associate,native,full-time,37,6.5,5.5,owner/manager,retail,white,often,chat gpt,"Writing assistance, Research/Information gathering, Brainstorming/Ideation, Summarization",,2025-12-20T15:05:56.815Z
65f684e029d7c63f3338aed7,7gZ9bx5MiLPRidM0rULt,7,5,3,7,5,5,6,6,5,4,4,1,1,3,6,6,6,6,1,6,6,1,3,3,3,5,1,48,female,high-school,native,full-time,39,1,1,Insurance Agent,Insurance,white,very-often,"I use it at work, as well as with my freelance at-home job. I also use it for random things, like finding new shows to watch, etc.","Writing assistance, Research/Information gathering, Brainstorming/Ideation",,2025-12-21T11:45:04.089Z
660477cf6f52f75e86f4f349,klwqVPzHrDRCRyC91yjv,5,1,1,5,4,7,7,7,7,7,4,2,5,7,6,6,5,5,7,6,7,7,6,3,6,5,1,27,female,master,native,full-time,38,2,0,Advertising Manager,Higher Education Performing Arts,"asian, white",very-often,"ChatGPT, Gemini, Perplexity, CoPilot","Writing assistance, Research/Information gathering, Brainstorming/Ideation","I only needed 10 minutes to read the article, so having the extra 10 minutes that I had to wait felt unnecessarily long. But I understand that in that time I mostly just reflected on my own workplace and our meeting structures.",2025-12-21T21:14:59.710Z
6604b10d7328536e5d9bb9db,UDYH0mJOXZJQVwFrkPiY,5,2,1,7,4,7,7,7,7,7,7,7,3,6,1,2,2,2,2,6,5,6,6,6,7,5,1,49,female,bachelor,native,full-time,40,3,3,Senior manager,transportation and logistics,black,very-often,chatgpt,"Writing assistance, Summarization, Coding assistance, Brainstorming/Ideation",thanks i enjoyed reading the article,2025-12-20T16:57:24.287Z
660c022ef20bb20404c76d8f,VRcVN1SABxvfK1dV19bY,3,3,5,5,3,6,6,7,6,5,4,6,6,5,,,,,,,,,,,,5,1,25,male,master,native,full-time,38,2,2,Designer,Technology,asian,very-often,"ChatGPT, IBM AskHR, Co-pilot","Brainstorming/Ideation, Summarization, Research/Information gathering",,2025-12-23T11:53:41.316Z
660d7d551f8fb51d01193e78,gbivCtr1F8vLRLJLOjF5,3,1,2,3,1,7,7,7,7,6,5,3,4,5,,,,,,,,,,,,5,1,40,male,bachelor,native,full-time,45,7,7,Sales manager,Retail,white,often,chatGPT,"Writing assistance, Research/Information gathering",,2025-12-22T16:32:33.397Z
660eb2ab66db1c0d3fa51a2b,mW4GjvZZDTi9KgI1g3sN,5,2,4,7,1,5,6,6,5,5,6,6,5,6,5,5,4,4,3,5,4,3,3,3,2,5,1,27,female,bachelor,native,full-time,40,5,0.5,Conveyancer,Legal,white,rarely,ChatGPT,"Research/Information gathering, Brainstorming/Ideation",,2025-12-22T10:04:26.982Z
661149a91b7fad3a3d2caf0c,ppZ8MEFyTyLLnX2q049M,3,4,1,7,2,6,6,6,7,6,6,6,4,6,7,6,5,5,6,6,6,4,6,6,5,5,1,32,female,master,native,full-time,42,6.5,5,middle leader,education,asian,very-often,ChatGPT,"Research/Information gathering, Writing assistance, Summarization, Brainstorming/Ideation",,2025-12-22T08:47:53.393Z
661dd11d5523e507da514925,9pEKKp4XnWSy6h68Opp9,7,1,5,6,6,5,6,6,5,5,6,5,5,6,,,,,,,,,,,,4,1,33,male,bachelor,native,full-time,40,1,5,software engineer,technology,black,very-often,,"Research/Information gathering, Coding assistance, Brainstorming/Ideation",,2025-12-20T02:59:47.434Z
662266d75f37a6781e7d67d7,0WHsISEsaS1STcn6cMpO,3,3,1,7,1,7,7,7,7,5,5,3,5,6,7,5,7,5,6,7,7,4,5,5,5,5,1,28,female,bachelor,native,full-time,45,5,3,Development Manager,Manufacturing,white,often,ChatGPT,"Research/Information gathering, Brainstorming/Ideation, Summarization, Translation",,2025-12-22T20:42:24.794Z
6629396278644f7ca5e5d017,QAuxkR8S6cpBgH0vKBiq,7,1,1,7,2,7,7,7,7,7,5,1,1,7,7,7,7,7,7,7,7,4,2,6,6,5,1,57,male,bachelor,native,full-time,40,14,33,Director of marketing,Manufacturing,white,sometimes,,"Writing assistance, Research/Information gathering, Summarization",,2025-12-20T18:25:55.594Z
66293ded22cbde752a3bbee4,3Dn9UAQAJp3WLwhyXna9,5,2,1,3,3,7,6,5,5,5,6,6,5,7,,,,,,,,,,,,5,1,58,female,doctorate,native,full-time,39,8,2.5,Developmental Services Case Manager ,Healthcare,white,often,ChatGPT,"Brainstorming/Ideation, Other","I kept thinking of how in my organization, the amount and types of meetings are often dictated by those not involved in those meetings.",2025-12-21T00:21:32.579Z
66293e1a129d3f87aa344b26,IdPbTYJkkwp2ctPuN4DM,6,1,2,7,2,6,7,7,7,6,2,2,6,7,1,1,1,1,1,4,4,4,5,3,3,5,1,54,male,master,native,full-time,40,13,13,Librarian,Education,white,sometimes,"ChatGPT, Gemini","Writing assistance, Research/Information gathering, Brainstorming/Ideation","I apologize in advance if I'm incorrect, but I'm quite sure I never received any instructions that said I needed to use the GenAI when reading the article.  I normally don't use GenAI when reading an article so I didn't use it at all when reading this article.  I understood all of the concepts and didn't need it for anything, so I didn't use it.  I consider my reading comprehension abilities to be quite high.  I'm accustomed to reading academic articles such as these in my current role at work, and in my past roles as an academic Librarian in both Community College and University settings.  This explains my responses in sections 3 and 4.  The article was thoroughly enjoyable to read, and I intend to utilize some of the information I learned from it for the meetings I organize in the future.  Thank you for the opportunity to assist you with your research.",2025-12-21T17:02:13.761Z
66364f7e853a9e70d8509fc7,vjsKEvqsKL5Du1htlqfU,6,6,3,7,2,7,7,7,7,6,6,5,6,6,5,6,5,5,6,6,7,6,6,2,6,5,5,30,male,bachelor,native,full-time,42,3,6,Guest Service,Hospitality,black,very-often,ChatGPT,"Writing assistance, Research/Information gathering, Brainstorming/Ideation, Summarization",,2025-12-22T08:59:00.418Z
66366f1058966314508ed6e4,4lX44NeUgad1zRQ8y5yi,5,4,2,7,1,5,5,5,5,5,5,6,4,6,7,7,7,7,7,7,6,6,7,5,5,5,1,55,female,bachelor,native,full-time,45,30,30,Song Writer,Music,"american-indian, black",sometimes,Team Viewer,Other,I have no further feedback.,2025-12-20T01:19:08.213Z
6647187677519b0df9ecb716,1TORDYQm6hZWun8Lk0ND,3,1,1,3,1,7,7,7,7,7,7,2,5,5,4,4,5,4,3,5,5,2,2,3,3,5,1,40,male,bachelor,native,full-time,40,18,10,Engineering Manager,Engineering,white,very-often,"ChatGPT, Deepseek","Coding assistance, Research/Information gathering",,2025-12-22T08:32:10.303Z
66520da15457a5e65d2ec66f,S4r1I1A3vLlJwjkOWCvD,4,2,1,3,1,7,6,6,6,6,4,3,3,5,2,2,2,2,1,3,4,3,4,4,4,5,5,46,male,bachelor,native,full-time,38,3,1,Technical Manager,Techonology,white,very-often,ChatGPT and Copilot,"Writing assistance, Research/Information gathering, Coding assistance, Brainstorming/Ideation, Summarization",No further feedback.,2025-12-22T09:27:48.420Z
66572ce80b83b5ae5cb07a0c,qPF4xDAEY7fmNQ3C5iZg,6,1,4,7,1,7,7,7,6,6,5,2,2,6,,,,,,,,,,,,5,1,53,female,associate,native,full-time,42,5,15,Higher Level Teaching Assistant,Education,white,sometimes,ChatGPT,Other,,2025-12-22T20:12:37.046Z
6658bd6af1e9209af5f89f53,v5GOJ3AZ7Slc18gYf33P,3,4,4,4,5,5,3,5,5,6,4,6,5,5,,,,,,,,,,,,5,5,28,female,doctorate,native,full-time,37,1,1,Aspire Higher Coordinator,Education,white,never,N/A,,,2025-12-22T10:52:27.548Z
6658c063dd60f6a0b5dcb002,yZJYQSlPtoPhNnMCjQcF,5,2,1,5,4,5,5,6,5,3,4,4,3,5,,,,,,,,,,,,3,1,28,female,master,native,full-time,40,2,2,Trainee clinical psychologist,Healthcare,white,sometimes,Copilot,"Research/Information gathering, Brainstorming/Ideation",20mins was too long a time given.,2025-12-22T15:01:37.844Z
6658d234fa019e8f175c83f7,pZ71aohm70hZODjBcHgo,3,4,4,6,4,4,7,7,7,7,7,7,7,7,,,,,,,,,,,,5,5,32,female,master,very-fluent,full-time,31,3,3,ux,retail,black,very-often,"chatgtp, copilot gemini","Writing assistance, Research/Information gathering, Brainstorming/Ideation, Translation, Summarization",,2025-12-22T17:01:56.982Z
6659e11957f1717b65111769,4Hfx8HW3BiE2QZbjyyKv,2,2,2,2,2,6,7,7,7,5,3,5,3,4,4,4,4,4,4,4,4,4,4,4,4,5,1,38,female,bachelor,very-fluent,full-time,40,6,6,Social Worker,Health Care,white,sometimes,ChatGPT,"Summarization, Brainstorming/Ideation, Research/Information gathering",,2025-12-22T05:51:58.869Z
6659ed0c83328ed788a7cf65,WikHwbscLBQ2dJOUG4Wi,5,1,2,5,1,7,7,7,7,6,5,5,5,6,,,,,,,,,,,,5,1,29,female,high-school,native,full-time,37,4,4,Tutor and Team Leader,Education,white,rarely,ChatGPT,Brainstorming/Ideation,,2025-12-22T12:36:27.693Z
6659fdc13bceed5a87541da4,pVNJTas3xfkn7L62H2iq,6,3,2,6,1,6,6,7,6,5,5,6,3,6,6,5,6,5,3,6,6,6,5,5,6,5,1,45,male,high-school,native,full-time,35,17,6,Business Applications Manager,Trade Association ,white,often,"Copilot mainly, occasionally ChatGPT","Coding assistance, Research/Information gathering, Writing assistance",Only feedback would be the references noted in the paper - I would think there should be some more updated references to use due to the improvement of technology over the past 15+ years.,2025-12-22T14:01:00.357Z
665a16dd2db5a0dff976ea9b,MgJz3SjVQFLrZ9qBy3MG,6,3,1,7,1,6,7,6,6,6,6,5,7,6,,,,,,,,,,,,5,1,22,female,high-school,native,full-time,30,5,5,Receptionist,Automotive,white,often,Chat GPT,Brainstorming/Ideation,,2025-12-23T09:02:21.052Z
665b5ab06f53305291fbf9cc,8SmOjN3701TXxLnO9FUc,2,1,1,2,1,6,7,7,7,6,2,4,2,7,7,7,6,5,6,7,7,6,6,6,6,5,1,25,male,high-school,native,full-time,38,2,2,Sales & Client Services Consultant,Business Consultancy ,white,sometimes,"ChatGPT, Gemini, HubSpot built in AI","Research/Information gathering, Writing assistance, Brainstorming/Ideation",,2025-12-22T13:39:03.556Z
665ba5fad0a8c603ab8b5242,TyRovBV8w9M5oVUVrKWL,6,2,2,6,4,6,6,6,6,6,6,6,6,6,7,7,7,7,7,6,5,5,6,6,6,5,1,28,female,bachelor,native,full-time,38,4.5,5,Data analyst,Health,white,very-often,Gemini,"Research/Information gathering, Summarization, Translation",,2025-12-22T10:55:00.148Z
6660df77324bd52e8dbce2ef,WnVKMwyqdQqyDa42qoAw,7,1,1,7,1,6,6,6,7,7,6,7,6,7,,,,,,,,,,,,5,1,46,female,master,very-fluent,full-time,60,25,25,Owner | Senior Clinician,Healthcare,white,rarely,chat GPT,Research/Information gathering,thought provoking..thanks,2025-12-22T10:36:12.293Z
666182516b3e1f1fdb4f345a,6P3lcDBmG3halaneg2Mo,5,1,1,5,1,7,7,6,6,7,5,4,5,6,2,2,3,4,3,4,5,5,2,5,5,4,1,58,female,bachelor,native,full-time,40,8,32,Group HR Director,Manufacturing,white,rarely,"ChatGPT, Gemini","Writing assistance, Brainstorming/Ideation, Summarization","I felt the time allowed for reading was too long, but appreciate I am a speed reader and not everyone is.  Would have liked the option to end the reading window slightly sooner if ready to move on.",2025-12-22T13:50:29.633Z
6665aacb7549bd73950c9e6b,ibzp1IeVJPfTEJTQAMum,5,2,2,6,1,6,7,7,6,5,1,6,6,6,,,,,,,,,,,,5,1,41,female,bachelor,very-fluent,full-time,39,3.5,4,manager,hospitality,white,rarely,"chatGPT, Gemini","Writing assistance, Research/Information gathering, Summarization","the study was clear and well structured , i like it very much , thank you !",2025-12-22T10:16:25.455Z
6665e9f9b49082f6458c687d,EX0hNZZwtxvRI6vmyYaH,7,5,3,5,4,6,6,6,7,5,4,5,4,6,6,7,7,5,7,7,6,6,6,4,5,5,1,36,male,master,very-fluent,full-time,34,14,10,GP,Healthcare,black,sometimes,ChatGPT,"Brainstorming/Ideation, Research/Information gathering",N/A,2025-12-22T13:45:33.985Z
666640831e2f8d963f8c528f,iX0kSvMdQQdKsLG8XMFj,6,2,1,7,6,5,7,7,6,5,7,3,6,6,7,7,7,7,7,7,6,6,7,7,7,5,1,26,male,bachelor,native,full-time,35,2,2,Administrator,Government,white,very-often,"Copilot, ChatGPT","Writing assistance, Summarization, Brainstorming/Ideation, Translation",,2025-12-23T04:27:18.913Z
66708fa4dfe022dbed4cae9c,XSJjhwYDnQIcank5ykoA,3,3,2,7,3,5,5,5,5,3,3,5,4,6,4,4,4,4,4,4,4,4,4,5,5,5,1,22,female,associate,native,full-time,40,3,3,Front of House Manager,Hospitality,"asian, white, hispanic",rarely,,"Summarization, Research/Information gathering",,2025-12-19T20:03:47.218Z
6671f8979384370db5e1c713,7QgKJYwJNwkwGKenqdUi,6,1,4,6,1,5,6,6,6,5,4,2,3,6,4,6,6,3,2,4,4,3,2,2,2,5,1,52,female,master,native,full-time,32,24,23,social worker,social care,white,rarely,Copilot,"Writing assistance, Summarization","it was interesting to read and think about purpose and planning of meetings, as we do not receive training about ths",2025-12-22T08:39:22.853Z
6673705315e1f2006697c6da,mGuOzVm8KqbWThOViKym,6,1,2,5,4,6,6,7,6,5,3,2,6,5,2,4,3,2,1,2,6,5,5,6,6,5,1,58,male,master,native,full-time,40,20.5,2,Engineering Manager,Defense,white,often,NIPRGPT,"Writing assistance, Summarization",Reading article was very boring,2025-12-19T23:05:54.775Z
6674ae115abf5a938c5e7c3d,7peMOx45sFN8nfSADBwH,5,2,3,7,1,7,7,6,7,7,4,2,3,5,4,4,4,4,4,4,4,4,4,5,3,5,1,42,female,high-school,native,full-time,40,5,5,Pdroducer,Film/TV Production,white,sometimes,ChatGPT,Research/Information gathering,"I assume ""strongly disagree"" in the last question refers to #1!",2025-12-22T17:12:51.073Z
66759b71393cdf8c9276b688,42uFyVa55o8gdhu7cpe7,6,1,4,6,2,6,6,6,6,6,3,4,6,6,,,,,,,,,,,,5,1,47,male,bachelor,native,full-time,45,17.5,3,Finance & Supply Chain Director,Manufacturing,white,often,"ChatGPT, Gemini","Writing assistance, Summarization, Research/Information gathering",,2025-12-22T09:56:18.310Z
667634625cc34d5ac97492bf,o3K0xzzMR94EaSgBur6x,6,2,3,6,2,6,7,7,7,5,5,5,6,5,7,6,6,6,6,7,7,6,6,6,7,4,1,52,male,bachelor,native,full-time,40,3,3,Bail Commisioner,criminal justice,black,sometimes,chatgpt,"Research/Information gathering, Brainstorming/Ideation","no issues, nice study",2025-12-20T15:34:48.771Z
667e3c908dfe54c0973bbe34,ac0hznSEOVZG1Ed4ACuG,6,1,2,7,4,6,6,6,6,7,5,7,4,4,4,4,3,4,3,5,5,4,4,4,3,5,1,51,female,high-school,native,full-time,40,5,5,Team leader,Technology,black,sometimes,Chat GPT and Gemini,"Writing assistance, Research/Information gathering, Summarization","This was a great experience, thank you for the opportunity to participate in this study",2025-12-21T22:05:24.257Z
66817f4754e17e6ec71a44b0,sjoBEOAqGin9LsOSFdmi,5,3,4,5,5,4,4,4,4,5,5,5,5,5,,,,,,,,,,,,4,1,37,female,associate,native,full-time,40,5,5,Customer Support,Technology,white,very-often,ChatGPT,"Writing assistance, Research/Information gathering, Brainstorming/Ideation, Summarization",,2025-12-20T18:31:04.628Z
6682c269b9b9b8b8bcdffa07,qbqCPpdPlUXruxS3d5w4,7,7,1,7,7,3,5,5,3,7,7,1,4,7,7,7,7,7,7,7,7,7,7,7,7,5,5,43,female,high-school,native,full-time,40,3,2,Claims Investigator,Healthcare,"white, black",very-often,"ChatGPT, Gemini, Grammarly","Writing assistance, Research/Information gathering, Coding assistance, Translation, Summarization",I was focused but it was lengthy and I am not extremely interested in the intricated details of the subject. I know that meetings are annoying because I tend to fall asleep.,2025-12-20T03:24:08.916Z
66845d64ef9123bc488e1242,RWdZPCMvhGpyIInBxadB,4,1,1,3,2,6,6,6,6,7,5,2,3,7,7,7,7,7,7,7,7,7,6,6,6,5,1,29,male,master,native,full-time,40,2,3.5,Digital Marketing Executive,Marketing,white,very-often,"ChatGPT, Claude, CoPoilit, Emergent.sh","Writing assistance, Research/Information gathering, Coding assistance, Summarization, Brainstorming/Ideation",All good,2025-12-22T09:02:57.962Z
66857a5b6efcd1cf07b88707,Call5IOWFdawqkUsZHl8,3,1,1,7,1,6,7,6,7,6,2,2,3,5,6,5,6,7,4,6,6,4,5,5,5,5,1,50,male,bachelor,native,full-time,48,13,6,Quality Director,manufacturing,white,very-often,ChatGPT,"Writing assistance, Research/Information gathering, Brainstorming/Ideation, Summarization","Nothing to add, although will implement some of the findings",2025-12-22T14:20:45.183Z
