participantId,experimentId,strategy1,strategy2,strategy3,strategy4,strategy5,strategy6,strategy7,strategy8,strategy9,strategy10,newStrategyConfidence,implementationLikelihood,thinkingChange,completedAt
66293e1a129d3f87aa344b26,IdPbTYJkkwp2ctPuN4DM,Provided an agenda,Aimed to keep the meeting short,Prepared for the meeting,Didn't schedule the meeting for directly after lunch,Make sure it starts on time,Test technology prior to meeting start time,Only invite relevent parties,Employ humor to keep the spirit upbeat,Quell complaining and fatalism about perceived unfixable problems,Do not allow mutlitasking,7,7,7,2025-12-21T16:38:07.372Z
66364f7e853a9e70d8509fc7,vjsKEvqsKL5Du1htlqfU,"Prepared and shared a clear agenda in advance, including timed topics and desired outcomes for each item.","Started the meeting on time and set ground rules, such as no interruptions and encouraging everyone to contribute","Carefully select and limit attendees to only those whose expertise or role is essential for the meeting's goals, inviting others only if truly needed",,,,,,,,6,6,5,2025-12-22T08:53:59.131Z
66366f1058966314508ed6e4,4lX44NeUgad1zRQ8y5yi,Let everyone know that their thoughts and ideas count and want to be heard.,,,,,,,,,,7,7,2,2025-12-20T01:08:40.036Z
6647187677519b0df9ecb716,1TORDYQm6hZWun8Lk0ND,Set boundaries for discussion,Decided on key points in advance,Had specific outcomes ready to tick off,Ensure only relevant people are there,Ensure more important meetings are minuted,Ensure each attendee contributes in some way,,,,,5,5,2,2025-12-22T08:29:13.300Z
66520da15457a5e65d2ec66f,S4r1I1A3vLlJwjkOWCvD,Q&A,Structured Agenda,Timebound items,Meeting Minutes & Actions,,,,,,,3,4,4,2025-12-22T09:23:53.028Z
66572ce80b83b5ae5cb07a0c,qPF4xDAEY7fmNQ3C5iZg,team work task (interaction),carousal of tables to display methods and equipment ,statistics - recognised government published data,,,,,,,,4,4,2,2025-12-22T20:08:18.383Z
6658bd6af1e9209af5f89f53,v5GOJ3AZ7Slc18gYf33P,Sticking to the meeting agenda,I also cut people off it repeating themselves,Ended with clear actions,,,,,,,,5,5,5,2025-12-22T10:44:05.881Z
6658c063dd60f6a0b5dcb002,yZJYQSlPtoPhNnMCjQcF,Agenda,Meeting minutes,Mood check-in at beginning,,,,,,,,3,2,3,2025-12-22T15:00:14.365Z
6658d234fa019e8f175c83f7,pZ71aohm70hZODjBcHgo,team work,brainstorming,preparation,sharing agenda,,,,,,,7,7,7,2025-12-22T16:59:35.665Z
6659e11957f1717b65111769,4Hfx8HW3BiE2QZbjyyKv,Focus on a clear purpose,"Clear purpose, design and execution",,,,,,,,,5,6,4,2025-12-22T05:47:46.365Z
6659ed0c83328ed788a7cf65,WikHwbscLBQ2dJOUG4Wi,I came in with lots of energy,I considered who I was in the meeting with to best approach the session,I made sure I was organised with my information and documents,Employing humour and encouraging laughter in the meeting,,,,,,,5,6,3,2025-12-22T12:35:01.409Z
6659fdc13bceed5a87541da4,pVNJTas3xfkn7L62H2iq,Agenda,Technology tested,Result-led discussion,Only appropriate attendees,,,,,,,6,7,6,2025-12-22T13:57:26.379Z
665a16dd2db5a0dff976ea9b,MgJz3SjVQFLrZ9qBy3MG,Tried to make sure everyone was engaged.,Included everyone into the meeting.,"Think about the before, during and after meeting process.",,,,,,,,6,7,6,2025-12-23T09:00:22.311Z
665b5ab06f53305291fbf9cc,8SmOjN3701TXxLnO9FUc,Sending an agenda within the invitation link,"Sending material beforehand (brochures, studies, impact reports, price lists)",Having my calendar and schedule link available in my email signature for easy coordination,Internally going through questions I had to achieve getting the info I needed to make the meeting useful,Make sure all the participants in the meeting are engaged,Only invite key people that would make sense to have in the meeting,Send out an overview of the decisions made and a summary of the meeting,,,,6,7,5,2025-12-22T13:34:16.523Z
665ba5fad0a8c603ab8b5242,TyRovBV8w9M5oVUVrKWL,Sending out an agenda with clear list of topics,Assign specific time limit to each agenda item,ending  the meeting by summarizing specific action items and deadlines,,,,,,,,6,6,6,2025-12-22T10:53:00.962Z
6660df77324bd52e8dbce2ef,WnVKMwyqdQqyDa42qoAw,engagement with all staff,send ou agenda before meeting,,,,,,,,,6,7,7,2025-12-22T10:32:48.968Z
666182516b3e1f1fdb4f345a,6P3lcDBmG3halaneg2Mo,Stuck to the agenda,Only invited people necessary for the meeting,Took bullet point meeting notes,Summarised agreed actions and timeframes,,,,,,,4,4,3,2025-12-22T13:46:31.150Z
6665aacb7549bd73950c9e6b,ibzp1IeVJPfTEJTQAMum,set a clear agenda and shared it with the team before meeting to ensure everyone was prepared ,encouraged open communication by asking each department head to share updates and challenges ,allocated time at the end of the meeting for brainstorming solutions collaboratively and addressing key concerns ,,,,,,,,7,7,7,2025-12-22T10:10:54.183Z
6665e9f9b49082f6458c687d,EX0hNZZwtxvRI6vmyYaH,Start the meeting by clearly stating the purpose and expected outcomes.,Summarize key decisions and action items before ending the meeting.,Summarize key decisions and action items before ending the meeting.,,,,,,,,6,7,4,2025-12-22T13:34:47.820Z
666640831e2f8d963f8c528f,iX0kSvMdQQdKsLG8XMFj,Communication aims,End goal,Timeline/presentation formatting,Length of meeting,Technilogical inputs,,,,,,3,7,7,2025-12-23T04:25:07.890Z
66708fa4dfe022dbed4cae9c,XSJjhwYDnQIcank5ykoA,I organized my data efficiently.,I drafted a summary and conclusion to showcase the important parts.,,,,,,,,,4,4,6,2025-12-19T20:01:46.576Z
6671f8979384370db5e1c713,7QgKJYwJNwkwGKenqdUi,"Identify agenda before meeting, circulate and go over verbally at start of meeting",To have clear outcomes for the meeting,to write up minutes to corculate which layout possible outcomes and actions to go forward,,,,,,,,5,5,6,2025-12-22T08:34:29.774Z
6673705315e1f2006697c6da,mGuOzVm8KqbWThOViKym,Created handouts for everyone.,Keep meeting on track,,,,,,,,,5,3,2,2025-12-19T23:02:04.346Z
6674ae115abf5a938c5e7c3d,7peMOx45sFN8nfSADBwH,"Set a clear, production-focused agenda (in advance)",Encourage clear lines of communication between HODs,Assign clear action items to HODs (to affirm responsibility),Gather feedback after the meeting to inform future meetings. (across current and future productions),,,,,,,6,7,4,2025-12-22T17:09:54.929Z
66759b71393cdf8c9276b688,42uFyVa55o8gdhu7cpe7,Pre sending a clear agenda,Setting guidelines on the topics to be covered to prevent drifting,Ensured that all stakeholders were present to ensure they had a voice to reduce the need for follow up meetings,Kept it tightly time bound to prevent scope creep,Allow for some more relaxed sections / time,,,,,,5,5,3,2025-12-22T09:54:04.160Z
667634625cc34d5ac97492bf,o3K0xzzMR94EaSgBur6x,Create notes to share with the others,screen attendees,send after meeting minutes,,,,,,,,7,7,7,2025-12-20T15:30:42.643Z
667e3c908dfe54c0973bbe34,ac0hznSEOVZG1Ed4ACuG,I had a few of my close persons hear the rough draft and voice their opinions before the actual meeting,,,,,,,,,,3,3,2,2025-12-21T21:59:58.438Z
66817f4754e17e6ec71a44b0,sjoBEOAqGin9LsOSFdmi,Prepared a new policy in advance and anticipated leadership questions.,Clearly presented the policy rationale and key points with examples to illustrate impact.,Actively listened to feedback and responded thoughtfully to keep the discussion focused and concise.,,,,,,,,5,5,5,2025-12-20T18:29:11.610Z
6682c269b9b9b8b8bcdffa07,qbqCPpdPlUXruxS3d5w4,Take notes,Ask questions,Provide feedback and thoughts. ,,,,,,,,7,4,7,2025-12-20T03:19:28.043Z
66845d64ef9123bc488e1242,RWdZPCMvhGpyIInBxadB,Set clear agenda ,Include relevant people,Create space for humour,Stop complaining cycle ,Seek feedback ,Send minutes and action items ,encourage participation from attendees ,,,,6,6,6,2025-12-22T08:59:38.248Z
66857a5b6efcd1cf07b88707,Call5IOWFdawqkUsZHl8,provided a deck,with an agenda,specific ask,follow up with minutes and actions,,,,,,,7,7,6,2025-12-22T14:17:00.353Z
66881fbe723bc57d75a2c268,w4h9wyGG6dpS4RtOFSYD,Set a clear agenda in advance,Defined roles and expectations,Started and ended on time,Clarify the purpose and necessity,Send a clear agenda in advance,,,,,,7,6,7,2025-12-20T05:40:31.482Z
66882d9207bafe4863311ddc,YWnRuHAjmdQVRHGQnetp,I created a summary tab of all data to make it easier to present,I came up with a list of questions for other in the meeting,I sent a list to the members on what needed to be covered,I would check the meeting agenda to make sure its clear,,,,,,,5,5,4,2025-12-19T23:53:18.825Z
668d16ae27f1ad4461650742,PZR0djD5TiDLq9ymyfQp,Demonstration,Step-by-step explaination,Referral notes,Question taking,Clear agenda prior to the meeting,Take away actions for attendees,Ensuring only neccesary stakeholders attend,Jokes and humour,,,6,5,5,2025-12-22T11:05:01.960Z
668edb3b608a3d4537e2da08,21uiLaXDSBLnJY5nFvfN,The first strategy I made use of is having a clear agenda right from the start,I also encouraged everyone in the meeting to contribute effectively to the meeting,I ensured that I used my time effectively so as not to make people uncomfortable,I should manage the meeting effectively,I should always ask for feedback and how to  improve future meetings,,,,,,7,6,6,2025-12-20T05:45:30.038Z
668eec6ed561b72c282fc11a,dWD3l9gGAW4TXIAsmFff,Collaboration point,Structure evaluation ,Efficient of intent,"Before, during and after ",,,,,,,7,7,7,2025-12-21T08:14:09.367Z
669d6e67b980bf3846b82e8f,JePC5loumrAQdo0NVrq7,Set agenda,Only invite relevant staff,Come up with relevant discussion prompts,Electronic/virtual meeting use,Encourage praise/positive atmosphere,,,,,,7,6,6,2025-12-22T18:44:22.201Z
669eba3ad8d7d49177bc50d0,ng7KNvlE35yMJEAusAwq,effective agenda,preparation,follow up,make sure correct people invited,evsure meeting is necessary,,,,,,6,6,6,2025-12-22T16:02:28.281Z
669f1b414df434c089390389,UbRzyFdXrcTCKn4GHaV9,I followed meeting guidelines. ,Prepare before the meeting.,Follow through with action strategies after the meeting.,,,,,,,,4,4,4,2025-12-20T05:16:51.681Z
66a2741b8cc4486c4d2032d9,emZ2kUraFCHPW6u0gyns,Timeboxing: I shared a timed agenda beforehand and stuck to it during the meeting to keep us focused.,"Used a ""parking lot"" for off-topic ideas.","I shared the project brief and data summaries 24 hours in advance so everyone could arrive prepared to discuss, not just read.","Conduct a ""Necessity Check"" first.",Tighten agenda with clear goals.,Mandatory post-meeting recap and feedback,,,,,6,7,6,2025-12-22T09:39:48.635Z
66a819b2c3eb66cffc47e808,Oyx8k1JvCYTIFW7xm6KP,Clear agenda sent well in advance of meeting so participants can review,Clear action items agreed upon by attendees,Purpose of meeting was understood by the group and established at the start,Post meeting survey,,,,,,,5,5,5,2025-12-19T20:54:25.919Z
66b2c7262f4631f5eea8e729,ngBXkyeBRlHNbFkeesiU,Fostered engagement by posing open-ended questions and welcoming contricbutions from every team member.,Establish definate time constraints for every agenda topic to maintain focus and ensure the meeting stays on track.,,,,,,,,,7,6,6,2025-12-19T20:28:16.278Z
66b8e8f12fa9160e4ca9f25b,CW9vXkNqFHh2osKM2dah,Having a helpful powerpoint,Breaking down the information,Using language that was not technical,allow contributions and Q & A,,,,,,,4,5,3,2025-12-22T19:04:34.935Z
66b9a0475a301eacdfb5e608,UMiVvY0HD0lxs0QCclZZ,Plan ahead,promote laughter and smiling,dont have the meeting so long ,,,,,,,,4,4,7,2025-12-20T02:37:20.323Z
66ba2139a67c5c99778a6766,zfhO001baQTcxlyTHgzj,setting a meeting agenda,taking notes,only include relevant attendees,,,,,,,,6,6,5,2025-12-19T21:36:26.173Z
66bd73db3481a3d17695c23e,o9t9sL52P5aU35AlvZE6,focused agenda,inclusive participation,as needed individuals for meeting that is relevant,summarizing and concise note taking,get feedback ,,,,,,7,6,6,2025-12-20T05:52:18.355Z
66be213d651dff72ff117b7d,7wrHj1gkxe7BpoTOuJ2w,Brain storm ideas,Kept the time to 30 mins to ensure attention was kept,Only include relevant people,Keep this to a weekly thing,,,,,,,6,7,6,2025-12-22T20:55:41.911Z
66beb7a1951f8a18b03cd9c5,rFQRovjOT3N5qky91a6R,Encouraged open participation among employees,Actively listened and offered opportunities to collaborate on different solutions,"Provided clear focus and guidance in order to facilitate more effective, productive conversation.",Reduce unnecessary meetings,Survey employees on their satisfaction after meetings,"Being more mindful of employees' time, as well as their well-being",,,,,6,5,5,2025-12-19T20:02:16.211Z
66bfe5ecc23f1e2109f144d6,AUrGoBvvveLCZnuhHMJG,Have a strict agenda,Come to the meeting on time ,Capping at 5 minutes,Implement a positive/ light space that has laughter,Avoid complaining,Make sure to send meeting minutes,Have interactional fairness,,,,5,6,6,2025-12-21T04:53:03.855Z
66c33e386baa1ae990d7165d,HWh0JMtDFiICelV1rxbS,Organisation ,Plan of the meeting,Length of meeting,No distraction during meeting,,,,,,,6,5,5,2025-12-22T12:32:55.325Z
66c344f0ca88e523ebbc35a2,MmueIydpYgOORBkBA329,Clear agenda,Active listening ,Time limit,,,,,,,,4,4,6,2025-12-22T12:24:59.939Z
66c36df59f1061046b7ea01b,lOZOCeBUTY7wNFO8eQyi,I took into account everyone's input.,,,,,,,,,,4,5,5,2025-12-21T23:28:11.056Z
66c6b37d82e002e73e1fbd2d,rbt2TAYPVAL1KzSaaeot,Create a focused agenda,Set expectations at the start,Encouraged participation,Use examples from recent cases for a grounded discussion,,,,,,,4,5,2,2025-12-21T02:04:12.182Z
66c8842e8667d7d2dd040001,u68zJKU19oT5fF4K751O,Understanding,Clear communication,Noted guidelines,Handouts of meeting agenda,Select only those needed,Make meeting concise,,,,,6,7,2,2025-12-20T15:30:15.602Z
66c8ee23967e42b053411eee,SKYpbK9AAxArWSCnEPgU,planning,listening to previous comments and minutes,,,,,,,,,5,6,6,2025-12-23T09:05:10.813Z
66cc4546f9e3a25d2adc51c8,jVQd3EWqeZ72jHmHzR69,come prepared,get people engaged,stop complaining cycle,,,,,,,,6,5,5,2025-12-22T09:52:29.556Z
66cdf006dc37b68c08c84ac5,8oGYYKjEy5AT1fjaEV81,Invite only staff that are relevant to the meeting ,Prepare a presentation ,Make sure everyone attends on time,,,,,,,,6,6,5,2025-12-22T20:18:56.031Z
66d470efae87ffb63c6ee75b,XvZ9q1Q26oPEUZczfwn1,Slide being prepared before time,Research linked - people can then check the data being given,Send follow up emails with meeting notes,Set agenda before the meeting ,,,,,,,6,7,5,2025-12-23T09:58:22.397Z
66d753769fda18f114e0e534,Rsq1UrIhWjscgFV84Bwh,Create an agenda,Ensure any technology needed was working beforehand,,,,,,,,,4,4,4,2025-12-22T12:56:36.105Z
66d921d24ea620ae6b29d74b,0jfyW2yC02vnNyvPBdiw,I kept the audience engaged with the meeting. ,I asked them if they had any questions.,I told them the plans that I had forward to solve the problems .,I made it a fun meeting.,,,,,,,7,7,7,2025-12-19T19:59:05.049Z
66e04b2f9cd94406f2da8f42,XixJpaLZOwesdleeMjKp,Have an agenda,Stick to agenda,Set other meetings for off topic items,,,,,,,,5,6,5,2025-12-23T11:01:21.194Z
66e1fe0eef87e2486f0f4ca1,IY800byYR7z5VQdsCLSN,Organized ,Prepared ,,,,,,,,,6,7,7,2025-12-21T08:40:45.615Z
66e3151584ce7d01596d194a,1RvazM1mZ5ZuHWrpf2Hl,clear agenda setting,encouraging active participant,action items and follow-up,,,,,,,,6,7,6,2025-12-20T02:15:11.375Z
66e4fc9c0c958246837a6941,pIBCjPQnnG4WnHdmNjOT,Set a clear agenda and shared it with participants ahead of time,Kept the discussion focused by managing time and redirecting off-topic points,Encouraged input from quieter participants to balance the discussion,"End the meeting with clear action items, owners, and follow-up, and send brief meeting minutes afterward.",,,,,,,6,7,6,2025-12-20T14:03:26.242Z
66e84a9aeb1250e4e671ae2c,KPpkKRjHa4iZESIDkIFL,Including more individuals in the communication,Allowing sufficient comprehension and processing time,More systematically plan,,,,,,,,5,5,4,2025-12-22T10:36:58.820Z
66f0457846752930b55150a3,LqLm66bu1qfIkz2bGCiK,This was a team building exercise where I instructed each person to give feedback to other team members regarding our last project. ,Each person was encouraged to ask questions on how their contribution was of value.,I would record video of the meeting to be shared with each team member after the meeting. I feel that this could be a way of taking minutes as well as to encourage the team to engage more.,,,,,,,,7,7,5,2025-12-21T18:57:06.942Z
66f0765bb7f6c2ae6ef721ee,Mvijy9Z3T0K2wp3Upo7t,organisational skills,preparedness,structural strategy,,,,,,,,5,5,4,2025-12-22T11:00:32.300Z
66f23f43364a3d1b7b018f27,cncN3mzNWfuSj0AQ88Km,I used powerpoint presentations,I used outlines and I had a timeline,I used examples and recalled prior situations to refer to my situation,,,,,,,,7,6,3,2025-12-20T11:21:53.349Z
66f59c766e7e22e1f90d08f6,lIXFRLbQWR09dEoODXVd,Involved all participants,Circulate an Agenda in Advance,Tone Setting,Post Meeting Accountability,,,,,,,5,6,5,2025-12-20T19:42:56.259Z
66f99699f2bb894cbd57209f,OgRRZOh3RQG04TOP0x5y,I brought pastries and drinks  ,I changed the sitting arrangement of the meeting room   so it was more informal  and we were all sitting much closer together and i was sitting amongst the team opposed to standing in front of the team ,Make the meeting less rigid ,Time limitation on the length of the meeting  ,,,,,,,6,6,5,2025-12-22T09:25:38.054Z
6701cdb7d312f798d316810e,WXHyvAxZXAqUMBlOjUl4,keep meeting participants to only the required,ensure meeting is kept to the point ,,,,,,,,,5,6,6,2025-12-22T15:36:20.961Z
6703370d69c922c9c282ef5c,UtoDPegJTtMYNtR62ksg,relateability,simple points,being on equal levels,showing respect ,rewarding good work and work ethic,,,,,,7,5,2,2025-12-21T13:25:01.574Z
6704025bdd15dcd73f54125a,r46UbPe4f1QCBvG5QFzA,"I sent a concise agenda ahead of time that outlined the meeting goal, discussion topics, and time allocations so participants came prepared.","After the meeting, I sent a brief recap with decisions, action items, and timelines to reinforce accountability.",,,,,,,,,7,7,7,2025-12-22T11:36:05.167Z
6708e405424678d90434ac89,4oE89r2qDXhXMb1y50nX,Create an agenda,Share agenda with co-workers,Take minutes during the meeting.,Ensure meeting is timely.,Encourage participation and contribution of co-workers present.,Carry out a follow-up survey to collect feedback and ensure objectives are met,Incorporate humour at intervals to lift the employee's spirit,,,,6,6,6,2025-12-22T11:36:23.173Z
670da3fd0b8a2f7a542a2b24,HkiHviIHzQOQkfONk9TE,Noting bullet points,reading the room,take initiative,engage with coworkers ,evaluate info beforehand,run logistics with clients and have notes,,,,,6,7,4,2025-12-20T15:29:24.497Z
670fb18f6f6ca0d7257a9302,wmHdPqSrc7siYZ6XZ0MU,I set a clear agenda in advance and kept the discussion focused on each item with defined time limits.,,,,,,,,,,7,6,6,2025-12-19T23:14:59.902Z
6712c4178dc857f9a720852b,kpDusdiT0j7rdpmwPQXF,Making sure someone takes the minutes.,Setting follow up tasks for relevant members of the team for the next meeting.,Organise a relevant attendee list prior to organising the meeting.,,,,,,,,5,6,5,2025-12-22T17:44:56.936Z
6713a6a34b872f10e42e1502,zgfULFYR2pMq0o7hQdzj,Printed agenda,Determine who is actually needed,,,,,,,,,6,7,6,2025-12-22T12:29:08.319Z
6717f85a6a89e8cd9b165aaf,txdMucKsYSkY5qWqUWu5,I always make sure the meeting starts and ends on time. Everyone's schedule is duly considered and respected.,I ensure we stay on topic.,Inviting only people relevant to the purpose of the meeting to the meeting.,,,,,,,,5,7,5,2025-12-22T10:46:38.631Z
6718fa3043e1839e51351385,aRYSCYEMTHeo5nG5SfUn,shared an agenda in advance outlining objectives,,,,,,,,,,6,7,7,2025-12-22T03:31:39.659Z
67191218806a2b419b243e5c,ElFIgDs9Sy9HzpbEwoRC,Anecdotes,Comedy,Accountability ,Connection,Define clear goals for my meeting,Invite relevant employees to meetings pertinent to them or their work ,,,,,7,7,7,2025-12-21T08:50:02.114Z
671cdd2146a2a9d3d0535132,fDACpIZowHUGbC4qsJne,Sent a clear agenda and objectives in advance,Time-boxed each agenda item,Summarized decisions and action items at the end,Confirm the meeting is necessary and that the goal requires discussion or decision-making,Actively manage discussion to reduce complaining and keep conversation constructive,,,,,,6,6,6,2025-12-22T01:54:37.001Z
671d772447cf5a3419817702,1WzTxIrsPLB1YhR22USp,Set a clear purpose and agenda,Invite the right people,Manage time and participation,End with clear outcomes and next steps,,,,,,,4,6,6,2025-12-20T15:28:59.163Z
6722ceb13a02b06603b7b285,pkVCSX68d7KoB8XT001m,Prior to the meeting I sent every attendee an outline of the meeting's agenda and expected length of the meeting,Let them know what is expected of them during the meeting(I already do this),Ask about the effectiveness of the meeting later,,,,,,,,5,6,2,2025-12-19T21:06:25.531Z
6724d3673a5391f6e028d659,4ucQFHIIa8ktqiilZbxx,I made sure I worked with everyone in ensuring everyone got what they needed and were duly informed on the requirements and topic of the meeting,I would ensure follow up after the meeting,,,,,,,,,7,7,7,2025-12-19T20:12:58.111Z
672501c7bc2f7f52114f2a5e,ZiNOwuXXcAuJyqvYLxlI,"Outline of topics to discussed, agenda. Question whether this really needs to be a meeting, or would an email suffice?","Not letting co workers derail the meeting discussing items not pertinent, shutting down complaints before discussions snowball","Keep it short and simple, only invite people that need to be there",,,,,,,,6,6,4,2025-12-19T19:58:55.619Z
672539aa74aa5a08ab440626,fCQzC7X1mkLH73X0xBmZ,prepared an agenda- send this out in advance,Prepared relevant documents and sent out prior to meeting ,Prepared slideshow with questions,Booked room,Prepared refreshments,Set clear purpose,Consider attendees- are all necessary?,Offer virtual join options,Set clear time frame,,7,7,6,2025-12-22T12:33:45.007Z
6726175b381af01a5aaef18a,wSYr4gn6EfwSqGqYAVwq,Brainstorm,Outline,Contact,Set Date,Meeting,,,,,,7,7,7,2025-12-22T00:12:54.164Z
672695e93764017bcf01d69b,3Yfip4DcDLe6aaywpu91,priorotising ,"plan the before, during and after agender and send it to all participants before the meeting. ",,,,,,,,,5,5,2,2025-12-22T08:00:04.383Z
672789bc7b3816f4f1a42e43,QWwgLXLA8HoXdD5b3fyM,Set clear agenda,invited only relevant attendees with functional expertise,Allocate a time keeper on the agenda,Allocate minute taker prior to meeting,Encourage quieter members to contribute,T Account at the end of the meeting - what was good and what could be better,Ensure clear next steps are set at the end of meeting,Set clear objective at the start - no phones or laptops unless necessary ,,,6,7,5,2025-12-22T13:48:56.224Z
6727e176e5f011b020a6a2db,CltPOb0paC9JMHIDRRG9,"taking notes, listening, and have a coomprehensive review",,,,,,,,,,5,4,4,2025-12-19T20:08:31.109Z
672946ef8187e4253c5ff800,PNMgXdKBVw4xSNRbXWvF,Defining the purpose of the meeting.,Set meeting agenda. ,Invite feedback.,Time management.,Communication patterns.,,,,,,6,7,6,2025-12-22T10:47:01.212Z
672a0f49692a1a87ac2772da,cxoEzOQHZSy8Edvg0NpP,Note taking,Recording,Summarizing at the end,Visual aids,Meeting minutes,Humor,,,,,6,5,5,2025-12-20T00:23:04.943Z
672c99775b51436252e1b231,WYKTtO6JKQluUrSVkRvE,I shared a clear agenda and objectives with participants in advance.,I set time limits for each agenda item to keep discussions focused.,I encouraged participation by inviting input from quieter team members.,I summarised key points and decisions at the end of each topic,"I carefully considered who truly needs to attend, ensuring only relevant participants join","I planned specific follow up actions, including sending meeting minutes and clarifying responsibilities.","I actively managed negative behaviours and promoted positive interaction, including humour when appropriate.",,,,6,7,6,2025-12-22T02:35:39.837Z
672eeebde600098b4b65d4a8,5GPy1vmDVWseQVgw8i4v,Shared a clear agenda and goals at the beginning so everyone knew what we were trying to accomplish,Encouraged quieter participants to share their input so it wasn’t dominated by just a few voices),Send meeting minutes after to recap and facilitate for follow through,,,,,,,,5,6,4,2025-12-19T19:29:19.626Z
672f0e017c32cf8dfb315424,cm5xw1zAdd6wrr6cC4G9,coming in with an agenda,keeping it short,quick recap and confirmation of next steps at the end,,,,,,,,4,4,1,2025-12-21T05:09:06.093Z
67311201ae5343816a576b29,gdkgODJLmj4QxbEnvOtd,active listening,organisation,agenda of meeting/purpose,less deviation from topic,encourage everyone to contribute and make suggestions,Give room for ideas and thoughts,summarize every details said,make sure to follow up on the issues brought uo,,,7,7,6,2025-12-22T03:00:24.417Z
6736247083a7524dfeccab93,WLlko6L4dGSSZWXkTa6i,"I would present a subject brief and provide a clear agenda to all those invited which would outline the expected goals.  Only invite those who have direct responsibility in the areas to be discussed, i would also invite observers for experience purposes.   Its important for me that I manage the meeting as to not go off subject, although every meeting has a serious tone, we should have some fun.  after the meeting I always provide a bullet point paper, which outlines the main points and actionable points, and state 'if there is anything you feel I have missed, please let me know' .  This will trigger any feedback that could be used for a more effective meeting next time. ",,,,,,,,,,1,4,1,2025-12-22T10:37:08.528Z
67367a40e4abdcfbbaa00bcc,nxB9IA0BLN9a2YLeg1yd,"Having a designated note-taker list all important points, upload the notes to the cloud so that everyone in the meeting will have access to the same information.",Follow-up meeting with satisfaction surveys,How could I have delegated the meeting effectively?,,,,,,,,6,6,7,2025-12-21T21:37:18.976Z
673b7de4a2e905d7e456db70,IrcBPDcFQFtgaRyUScIN,Being organised - having an agenda written up in advance.,Asking people to submit their ideas before the meeting began.,Only inviting people who need to be there.,Make sure I am punctual. ,,,,,,,6,5,5,2025-12-22T12:22:44.991Z
673df43bab9b5d6c0cba0f9a,u0NZfHqBMquNQeHr7gu0,note taking,previous meeting minutes,drinks and snacks,suitable room,ensure meeting ends on time no matter what,,,,,,4,4,1,2025-12-22T10:07:08.033Z
6740b01583cadef1afebeb9d,oiyVQ948mhc54wPpf2wk,Delivering the intended topic of discussion to the members prior to the meeting. ,,,,,,,,,,7,7,5,2025-12-19T19:20:16.801Z
67425ff05a1e573622ade37a,vXQ6iOT222wn9W3MFXL4,Provide a clear agenda,Stick to the agenda and do not overrun,Issue minutes from the meeting with clear actions and responsibilities,Ensure to include humor,Ensure that all attendees are required,,,,,,6,7,5,2025-12-22T10:08:05.022Z
67448035804444614abdcc6c,E591FDQpnxHgmEduYvqr,Set time limits for each agenda item to keep the meeting focused and on schedule.,review whether the meeting is needed or not,,,,,,,,,6,5,5,2025-12-22T02:41:37.580Z
67449b2d46dfbc02a0f083b3,rAeKeVJ9EMYtEn8Kv78F,"Before even scheduling I would ask ""Do we actually NEED a meeting for this or could it be an email? Carefully consider who needs to attend and only invite people who are relevant and can contribute. ",Encourage positive interactions and even humor. Keep people on track and prevent them from going too deep into the technical weeds. Make sure no one is multi tasking. ,Actually send meeting minutes documenting what was decided and who's responsible. Ask for feedback about what made the meeting effective or ineffective and be open to that feedback. Use it to improve future meetings. ,,,,,,,,7,7,6,2025-12-19T20:27:56.126Z
674696d5ad8d317b574a1344,fhfsILvmLTYrLrXvXcQh,decision framing,clear collaboration,follow up and clarification,,,,,,,,5,5,4,2025-12-20T05:45:22.408Z
6746e74a384ba0891f6de321,OB23XEYM8c6i3Z7tFu93,Question & Answer with a sales expert,,,,,,,,,,7,6,5,2025-12-21T20:18:31.300Z
67496dea4b9483e93cf9d117,ReM4aAlJuNcir13BppIM,I would make sure to see ifwe even need to have a meeting or can the issue be discussed through an email. ,I would then only invite people who need to be there.,I would make sure to stay on topic and to keep the people interactive during the metting. ,I would follow up with questions and offer anyone's thoughts. ,,,,,,,7,7,7,2025-12-20T07:58:34.980Z
674cf1b47d6743e2ea091d98,BS61TF0uUPJsBF71pGnU,Time Management,Prioritizing ,Open conversations,Clear Agenda ,,,,,,,5,6,5,2025-12-22T17:33:27.084Z
67501946d923a3866d1635dd,pIii2SiL43Ck0Ijw7xuc,workwear uniform policy,,,,,,,,,,7,7,6,2025-12-22T18:19:08.734Z
6750963f80dc9a9b834ddbbe,StJa795VbuQzt6Z9LfIR,outline,notes,time keeping,,,,,,,,6,6,1,2025-12-21T23:21:11.992Z
6756d8d07b3444c59eeff05c,XUG2DfWtBQxLRWtYT9WN,"I choose method or location,  online or in person",I checked availability of the participants,I defined the topics that will be discussed during the meeting,I participated to the meeting,taking notes of the topics and call to action discussed ,send notes to the participants of the meeting,Check progress of the topic discussed,I will choose participants based on how essential is for them to participate,start on time and end on time,,7,7,7,2025-12-23T05:16:42.500Z
675a69d88d29359682bcd4ec,zAul5nfVU00dbYUpa36u,I provided a planogram handout,"I allowed enough time during the meeting for questions, concerns or recommendations",Possibly lower the amount of people who attended by 2,Add some humor,"Post meeting minutes, action items and get feedback",,,,,,7,7,5,2025-12-19T20:52:26.019Z
